,PMID,LastName,ForeName,Initials,Affiliation
20390,21224,"['Williams', 'Wimpenny']","['A G', 'J W']","['AG', 'JW']",
20391,21225,['Cohen'],['J'],['J'],
20392,21226,"['Miller', 'Rapp']","['R L', 'F']","['RL', 'F']",
20393,21227,"['Fontaine', 'Farriaux', 'Blanckaert', 'Lefebvre']","['G', 'J P', 'D', 'C']","['G', 'JP', 'D', 'C']",
20394,21228,"['Scally', 'Ulus', 'Wurtman']","['M C', 'I', 'R J']","['MC', 'I', 'RJ']",
20395,21229,"['Lew', 'Hata', 'Ohashi', 'Goldstein']","['J Y', 'F', 'T', 'M']","['JY', 'F', 'T', 'M']",
20396,21230,"['Neerunjun', 'Dubowitz']","['J S', 'V']","['JS', 'V']",
20397,21231,"['Zhilina', 'Berezoyski']","['T A', 'V M']","['TA', 'VM']",
20398,21232,"['Tkachuck', 'Saz', 'Weinstein', 'Finnegan', 'Mueller']","['R D', 'H J', 'P P', 'K', 'J F']","['RD', 'HJ', 'PP', 'K', 'JF']",
20399,21233,"['Weik', 'John']","['R R', 'D T']","['RR', 'DT']",
20400,21234,"['Weiss', 'Vanderberg']","['M M', 'J P']","['MM', 'JP']",
20401,21235,"['Kitazawa', 'Johno', 'Minouchi', 'Ito', 'Okada']","['S', 'I', 'T', 'Y', 'J']","['S', 'I', 'T', 'Y', 'J']",
20402,21236,"['Beckett', 'Achari']","['A H', 'R']","['AH', 'R']",
20403,21237,"['Fowler', 'Callingham']","['C J', 'B A']","['CJ', 'BA']",
20404,21238,"['Lumley', 'Broadley']","['P', 'K J']","['P', 'KJ']",
20405,21239,"['Godschalk', 'Dzoljic', 'Bonta']","['M', 'M R', 'I L']","['M', 'MR', 'IL']",
20406,21240,"['Eicholzer', 'Ogren']","['A', 'S O']","['A', 'SO']",
20407,21241,"['Shater', 'Pleuvry']","['H A', 'B J']","['HA', 'BJ']",
20408,21242,"['Bowman', 'Khan', 'Savage']","['W C', 'H H', 'A O']","['WC', 'HH', 'AO']",
20409,21243,"['Walter', 'Shilcock']","['D S', 'G M']","['DS', 'GM']",
20410,21244,"['Bowman', 'Khan']","['W C', 'H H']","['WC', 'HH']",
20411,21245,"['Clark', 'Poyser']","['S J', 'R H']","['SJ', 'RH']",
20412,21246,"['Silbergeld', 'Adler', 'Kennedy', 'Calne']","['E K', 'H', 'S', 'D B']","['EK', 'H', 'S', 'DB']",
20413,21247,"['Ohsugi', 'Hata', 'Tanemura', 'Nakano', 'Matsuno', 'Takagaki', 'Nishi', 'Shindo']","['Y', 'S I', 'M', 'T', 'T', 'Y', 'Y', 'M']","['Y', 'SI', 'M', 'T', 'T', 'Y', 'Y', 'M']",
20414,21248,"['Yasuhara', 'Sato', 'Kimura', 'Muranishi', 'Sezaki']","['M', 'F', 'T', 'S', 'H']","['M', 'F', 'T', 'S', 'H']",
20415,21249,"['Girgis-Takla', 'Chroneos']","['P', 'I']","['P', 'I']",
20416,21250,"['Morris', 'Brown']","['M J', 'J R']","['MJ', 'JR']",
20417,21251,"['Beckett', 'Achari']","['A H', 'R']","['AH', 'R']",
20418,21252,"['Gonsalves', 'Johnson']","['A', 'E S']","['A', 'ES']",
20419,21253,"['Brown', 'Gilbert']","['M R', 'P']","['MR', 'P']",
20420,21254,"['Donbrow', 'Touitou']","['M', 'E']","['M', 'E']",
20421,21255,"['Abbott', 'Benton', 'Hampson']","['T I', 'D P', 'C A']","['TI', 'DP', 'CA']",
20422,21256,"['Stockley', 'Bennett']","['H L', 'A']","['HL', 'A']",
20423,21257,['Burleigh'],['D E'],['DE'],
20424,21258,"['Kazić', 'Milosavljević']","['T', 'D']","['T', 'D']",
20425,21259,"['Wielosz', ""Dall'olio"", 'de Gaetano', 'Garattini']","['M', 'A', 'G', 'S']","['M', 'A', 'G', 'S']",
20426,21260,['Waldeck'],['B'],['B'],
20427,21261,"['Samanin', 'Jori', 'Bernasconi', 'Morpugo', 'Garattini']","['R', 'A', 'S', 'E', 'S']","['R', 'A', 'S', 'E', 'S']",
20428,21262,"['Takayanagi', 'Kasuya']","['I', 'Y']","['I', 'Y']",
20429,21263,"['Fuller', 'Baker']","['R W', 'J C']","['RW', 'JC']",
20430,21264,"['Thomas', 'Jones']","['P C', 'R B']","['PC', 'RB']",
20431,21265,"['Robinson', 'Lotti', 'Sulser']","['S E', 'V J', 'F']","['SE', 'VJ', 'F']",
20432,21266,['Grabowska-Andén'],['M'],['M'],
20433,21267,"['Vetulani', 'Bednarczyk']","['J', 'B']","['J', 'B']",
20434,21268,"['Maj', 'Mogilnicka', 'Klimek']","['J', 'E', 'V']","['J', 'E', 'V']",
20435,21269,"['Whalley', 'Riley']","['E T', 'A J']","['ET', 'AJ']",
20436,21270,"['Davis', 'Fenimore']","['C M', 'D C']","['CM', 'DC']",
20437,21271,"['Hall', 'Inch', 'Inns', 'Muir', 'Sellers', 'Smith']","['C R', 'T D', 'R H', 'A W', 'D J', 'A P']","['CR', 'TD', 'RH', 'AW', 'DJ', 'AP']",
20438,21272,"['Johnson', 'Mcauley', 'Smith', 'French']","['B F', 'P V', 'P M', 'J A']","['BF', 'PV', 'PM', 'JA']",
20439,21273,"['Littleton', 'John']","['J M', 'G']","['JM', 'G']",
20440,21274,"['Jori', 'Dolfini']","['A', 'E']","['A', 'E']",
20441,21275,"['Ho', 'Loh', 'Way']","['I K', 'H H', 'E L']","['IK', 'HH', 'EL']",
20442,21276,"['Goto', 'Yoshitomi', 'Fukuike']","['S', 'H', 'A']","['S', 'H', 'A']",
20443,21277,"['Bikhazi', 'Aghazarian', 'Tayim']","['A B', 'S M', 'H A']","['AB', 'SM', 'HA']",
20444,21278,"['Kerkhof', 'Vanderlaan', 'White', 'Hem']","['N J', 'R K', 'J L', 'S L']","['NJ', 'RK', 'JL', 'SL']",
20445,21279,['Schott'],['H'],['H'],
20446,21280,"['Newburger', 'Combs', 'Hsu']","['J', 'A B', 'T F']","['J', 'AB', 'TF']",
20447,21281,['Blei'],['I'],['I'],
20448,21282,"['Stehle', 'Oesterling']","['R G', 'T O']","['RG', 'TO']",
20449,21283,"['McNeil', 'Williams', 'Darling']","['H R', 'B B', 'C M']","['HR', 'BB', 'CM']",
20450,21284,"['Yuen', 'Sokoloski']","['P H', 'T D']","['PH', 'TD']",
20451,21285,"['Kondo', 'Magee']","['T', 'D F']","['T', 'DF']",
20452,21286,['Forward'],['R B'],['RB'],
20453,21287,"['Dvorak', 'Howe']","['J A', 'C L']","['JA', 'CL']",
20454,21288,"['Pfefferkorn', 'Pfefferkorn']","['E R', 'L C']","['ER', 'LC']",
20455,21289,"['Feldman', 'Roche', 'Blum']","['J M', 'J M', 'J J']","['JM', 'JM', 'JJ']",
20456,21290,"['Spoon', 'Feise CO', 'Youn']","['D M', 'I I', 'R S']","['DM', 'II', 'RS']",
20457,21291,"['Uwaydah', 'May', 'Harris']","['I M', 'E L', 'L S']","['IM', 'EL', 'LS']",
20458,21292,"['Katz', 'Osborne', 'Ionescu']","['R', 'S F', 'F']","['R', 'SF', 'F']",
20459,21293,"['Miller', 'Osei-Gyimah', 'Raman', 'Feller']","['D D', 'P', 'R V', 'D R']","['DD', 'P', 'RV', 'DR']",
20460,21294,"['Grayson', 'Nugent', 'Oken']","['M', 'C', 'S L']","['M', 'C', 'SL']",
20461,21295,['Dowaliby'],['F J'],['FJ'],
20462,21296,"['Bullen', 'Tearle', 'Stewart']","['C L', 'P V', 'M G']","['CL', 'PV', 'MG']",
20463,21297,"['Horstman', 'Banderet']","['D H', 'L E']","['DH', 'LE']",
20464,21298,"['McCullough', 'Moore', 'Kuntz']","['B', 'J', 'R E']","['B', 'J', 'RE']",
20465,21299,"['Filburn', 'Liang', 'Sacktor']","['C R', 'C T', 'B']","['CR', 'CT', 'B']",
20466,21300,"['Tsokos', 'Bloom']","['J', 'S']","['J', 'S']",
20467,21301,"['Braham', 'Roberts', 'Morris']","['R L', 'M W', 'M E']","['RL', 'MW', 'ME']",
20468,21302,"['Rayment', 'Argos', 'Johnson']","['I', 'P', 'J E']","['I', 'P', 'JE']",
20469,21304,"['Powell', 'Purifoy']","['K L', 'D J']","['KL', 'DJ']",
20470,21305,"['Mozer', 'Warner']","['T J', 'H R']","['TJ', 'HR']",
20471,21306,"['Parsons', 'Lofland', 'Mulholland']","['C L', 'S', 'S G']","['CL', 'S', 'SG']",
20472,21303,"['Le Guillou', 'Richard', 'Schaison', 'Derome', 'Küss']","['M', 'F', 'G', 'P', 'R']","['M', 'F', 'G', 'P', 'R']",
20473,21307,"['Tajima', 'Kawabe']","['A', 'K']","['A', 'K']",
20474,21308,"['Cintron-Nadal', 'Lespier', 'Roman-Miranda', 'Martinez-Maldonado']","['E', 'L E', 'A', 'M']","['E', 'LE', 'A', 'M']",
20475,21309,"['Marynick', 'Ramsey', 'Knochel']","['S P', 'E J', 'J P']","['SP', 'EJ', 'JP']",
20476,21310,"['Angulo', 'Caballero', 'Mejia']","['R', 'L', 'P']","['R', 'L', 'P']",
20477,21311,"['Woolf', 'Kradel']","['A', 'D']","['A', 'D']",
20478,21312,,,,
20479,21313,['Rosen'],['A H'],['AH'],
20480,21314,"['Wakusawa', 'Shibata', 'Nishio', 'Tochinai', 'Kawahara']","['R', 'S', 'S', 'H', 'I']","['R', 'S', 'S', 'H', 'I']",
20481,21315,"['Morishma', 'Kawashima', 'Kobayashi', 'Ueda', 'Ohono']","['Y', 'K', 'M', 'R', 'R']","['Y', 'K', 'M', 'R', 'R']",
20482,21316,['Oshima'],['K'],['K'],
20483,21317,['Shiokawa'],['Y'],['Y'],
20484,21318,"['Kurata', 'Aoyama', 'Kitamura']","['T', 'Y', 'T']","['T', 'Y', 'T']",
20485,21319,"['Tachizawa', 'Tsukada', 'Saito', 'Akimoto']","['H', 'W', 'T', 'T']","['H', 'W', 'T', 'T']",
20486,21320,"['Maeda', 'Furukawa']","['Y', 'T']","['Y', 'T']",
20487,21321,['Kono'],['K'],['K'],
20488,21322,['Filipov'],['S'],['S'],
20489,21323,"['Schöber', 'Kellner', 'Christian']","['J G', 'M', 'I']","['JG', 'M', 'I']",
20490,21324,"['Hütteroth', 'Meyer zum Büschenfelde']","['T H', 'K H']","['TH', 'KH']",
20491,21325,"['Nevins', 'Kim', 'Michael']","['T E', 'Y', 'A F']","['TE', 'Y', 'AF']",
20492,21326,"['Canonico', 'Rill', 'Ayala']","['P G', 'W', 'E']","['PG', 'W', 'E']",
20493,21327,"['Follette', 'Fey', 'Mulder', 'Maloney', 'Buckberg']","['D', 'K', 'D', 'J V', 'G D']","['D', 'K', 'D', 'JV', 'GD']",
20494,21329,['Ohisalo'],['J J'],['JJ'],
20495,21330,"['Siede', 'Erb']","['W', 'W']","['W', 'W']",
20496,21331,['Klensch'],['H'],['H'],
20497,21332,['Matzdorff'],['F'],['F'],
20498,21328,"['Krigbaum', 'Majeski']","['W R', 'R A']","['WR', 'RA']",
20499,21333,"['Thimme', 'Schafer', 'Riechert']","['W', 'J H', 'H']","['W', 'JH', 'H']",
20500,21334,['Müller-Fahlbusch'],['H'],['H'],
20501,21335,['Weigel'],['H J'],['HJ'],
20502,21336,['Badawy'],['A A'],['AA'],
20503,21337,"['Kirk', 'Prusiner']","['G', 'S B']","['G', 'SB']",
20504,21338,"['Seidler', 'Kirksey', 'Lau', 'Whitmore', 'Slotkin']","['F J', 'D F', 'C', 'W L', 'T A']","['FJ', 'DF', 'C', 'WL', 'TA']",
20505,21339,"['Stokes', 'Gain', 'Mahony', 'Raftos', 'Stewart']","['G S', 'J M', 'J F', 'J', 'J H']","['GS', 'JM', 'JF', 'J', 'JH']",
20506,21340,"['Simpson', 'Bolli', 'Wood']","['F O', 'P', 'A J']","['FO', 'P', 'AJ']",
20507,21341,"['Cambridge', 'Davey', 'Massingham']","['D', 'M J', 'R']","['D', 'MJ', 'R']",
20508,21342,['Kincaid-Smith'],['P'],['P'],
20509,21343,"['Turner', 'Watson', 'Brocklehurst']","['A S', 'O F', 'J E']","['AS', 'OF', 'JE']",
20510,21344,,,,
20511,21345,['Birke'],['E R'],['ER'],
20512,21346,"['Singer', 'Bartelheimer', 'Seib', 'Busse', 'Ottenjann']","['M V', 'W', 'H J', 'R', 'R']","['MV', 'W', 'HJ', 'R', 'R']",
20513,21347,['De Prà'],['M'],['M'],
20514,21348,"['Theile', 'Strauss']","['M', 'M']","['M', 'M']",
20515,21349,"['Robinson', 'Entringer', 'Bolin', 'Stonington']","['W A', 'M A', 'R W', 'O G']","['WA', 'MA', 'RW', 'OG']",
20516,21350,['Freedman'],['S'],['S'],
20517,21351,"[""O'Reilly"", 'Dupont', 'Pahwa', 'Grimes', 'Smithwick', 'Pahwa', 'Schwartz', 'Hansen', 'Siegal', 'Sorell', 'Svejgaard', 'Jersild', 'Thomsen', 'Platz', ""L'Esperance"", 'Good']","['R J', 'B', 'S', 'E', 'E M', 'R', 'S', 'J A', 'F P', 'M', 'A', 'C', 'M', 'P', 'P', 'R A']","['RJ', 'B', 'S', 'E', 'EM', 'R', 'S', 'JA', 'FP', 'M', 'A', 'C', 'M', 'P', 'P', 'RA']",
20518,21352,['Roy'],['L P'],['LP'],
20519,21353,"['Lopo', 'Vacquier']","['A', 'V D']","['A', 'VD']",
20520,21354,['Gersch'],['M'],['M'],
20521,21357,"['Peroutka', ""U'Prichard"", 'Greenberg', 'Snyder']","['S J', 'D C', 'D A', 'S H']","['SJ', 'DC', 'DA', 'SH']",
20522,21358,['Segal'],['M'],['M'],
20523,21359,"['Clubley', 'Elliott']","['M', 'R C']","['M', 'RC']",
20524,21355,"['Lau', 'Bartolomé', 'Slotkin']","['C', 'M', 'T A']","['C', 'M', 'TA']",
20525,21356,['Robbins'],['T W'],['TW'],
20526,21360,"['Ulus', 'Meyer', 'Wurtman', 'Lytle']","['I H', 'E', 'R J', 'L D']","['IH', 'E', 'RJ', 'LD']",
20527,21361,"['Burkart', 'Wiesmann', 'Herschkowitz']","['T', 'U N', 'N N']","['T', 'UN', 'NN']",
20528,21362,"['Bitsch', 'Mazhari', 'Klapp-Kunsemüller', 'Airoldi', 'Badelt', 'Ronzheimer-Ertl']","['I', 'S', 'E', 'R', 'A', 'K']","['I', 'S', 'E', 'R', 'A', 'K']",
20529,21363,"['Bitsch', 'Dersi', 'Hötzel']","['R', 'A', 'D']","['R', 'A', 'D']",
20530,21364,"['Sturm', 'Rogdakis', 'Strutz', 'Siebert']","['G', 'E', 'C', 'G']","['G', 'E', 'C', 'G']",
20531,21365,,,,
20532,21366,['Marshall'],['J'],['J'],
20533,21367,['Lythgoe'],['M'],['M'],
20534,21368,"['Newberry', 'Fernie']","['A', 'A']","['A', 'A']",
20535,21369,['Otter'],['G'],['G'],
20536,21370,"['Miklós', 'Anurás', 'Dénes', 'Lajos']","['U', 'K', 'M', 'D']","['U', 'K', 'M', 'D']",
20537,21371,"['Schörner', 'Choi']","['G', 'H S']","['G', 'HS']",
20538,21372,"['Hague', 'Darabi', 'Khalighi']","['M A', 'M K', 'M R']","['MA', 'MK', 'MR']",
20539,21373,"['Wigger', 'Blanc']","['H J', 'W A']","['HJ', 'WA']",
20540,21375,['Ng'],['R C'],['RC'],
20541,21376,"['Mofenson', 'Greensher']","['H C', 'J']","['HC', 'J']",
20542,21377,"['Thomas', 'Merritt', 'Hodes']","['J M', 'A D', 'M E']","['JM', 'AD', 'ME']",
20543,21378,"['Callahan', 'Leung']","['J W', 'A']","['JW', 'A']",
20544,21374,['Gantt'],['W H'],['WH'],
20545,21379,['Barbacki'],['M'],['M'],
20546,21380,['Becker'],['A E'],['AE'],
20547,21381,['Lane'],['J B'],['JB'],
20548,21382,"['Pekkanen', 'Soback']","['T J', 'S']","['TJ', 'S']",
20549,21383,"['Azoulay', 'Henry', 'Forette', 'Berthaux', 'Acar']","['G', 'J F', 'F', 'P', 'J F']","['G', 'JF', 'F', 'P', 'JF']",
20550,21384,['Gajdos'],['A'],['A'],
20551,21385,"['Bouillie', 'Thomine', 'Lauret', 'Stewart', 'Leroy', 'Deschamps']","['M C', 'E', 'P', 'W M', 'D', 'P']","['MC', 'E', 'P', 'WM', 'D', 'P']",
20552,21386,"['Komarnicki', 'Zawilska']","['M', 'K']","['M', 'K']",
20553,21387,['Soltyk'],['A'],['A'],
20554,21388,['Priebe'],['C J'],['CJ'],
20555,21389,['Heidsieck'],['C H'],['CH'],
20556,21392,"['Novikov', 'Izosimov', 'Gerasimovich']","['M A', 'G V', 'A A']","['MA', 'GV', 'AA']",
20557,21393,"['Kozerenko', 'Miasnikov', 'Rudometkin']","['O P', 'V I', 'N M']","['OP', 'VI', 'NM']",
20558,21390,"['Baranova', 'Egorov', 'Grushina']","['I P', 'N S', 'V A']","['IP', 'NS', 'VA']",
20559,21394,"['Gazenko', 'Miasnikov', 'Berezina']","['O G', 'V I', 'G A']","['OG', 'VI', 'GA']",
20560,21391,"['Kiseleva', 'Mirgororodskaia', 'Moskvichev', 'Momot', 'Samsonov']","['E M', 'O A', 'B V', 'N N', 'G V']","['EM', 'OA', 'BV', 'NN', 'GV']",
20561,21395,"['Eccles', 'Nicoll', 'Oshima', 'Rubia']","['J', 'R A', 'T', 'F J']","['J', 'RA', 'T', 'FJ']",
20562,21396,"['Allen', 'Eccles', 'Nicoll', 'Oshima', 'Rubia']","['G I', 'J', 'R A', 'T', 'F J']","['GI', 'J', 'RA', 'T', 'FJ']",
20563,21397,"['Stebbing', 'Lindley', 'Eaton']","['N', 'I J', 'M A']","['N', 'IJ', 'MA']",
20564,21398,"['Stebbing', 'Lindley', 'Eaton']","['N', 'I J', 'M A']","['N', 'IJ', 'MA']",
20565,21399,"['Hemmings', 'Hemmings', 'Patey', 'Wood']","['C', 'W A', 'A L', 'C']","['C', 'WA', 'AL', 'C']",
20566,21400,"['Patrick', 'Stirling']","['G', 'C']","['G', 'C']",
20567,21401,"['Gadsby', 'Niedergerke', 'Ogden']","['D C', 'R', 'D C']","['DC', 'R', 'DC']",
20568,21402,"['Tomita', 'Tokuno', 'Usune']","['T', 'H', 'S']","['T', 'H', 'S']",
20569,21403,['Bryceson'],['A D'],['AD'],
20570,21404,['Senanayake'],['P'],['P'],
20571,21405,['Potts'],['D M'],['DM'],
20572,21406,['Nugroho'],['G'],['G'],
20573,21407,['Lyth'],['R E'],['RE'],
20574,21408,['Morley'],['D'],['D'],
20575,21409,"['Golladay', 'Koch-Weser']","['F L', 'C K']","['FL', 'CK']",
20576,21410,"['Howard', 'Lloyd']","['J', 'B']","['J', 'B']",
20577,21411,['Tyrrell'],['D A'],['DA'],
20578,21412,['Bradley'],['D J'],['DJ'],
20579,21413,['Whitehead'],['R G'],['RG'],
20580,21414,"['King', 'King', 'Martodipoero']","['M H', 'M A', 'S']","['MH', 'MA', 'S']",
20581,21415,['Barker'],['E A'],['EA'],
20582,21416,['Hendrickse'],['R G'],['RG'],
20583,21417,['Henderson'],['D A'],['DA'],
20584,21418,['Browne'],['S G'],['SG'],
20585,21419,['Perkins'],['F T'],['FT'],
20586,21420,"['Lee', 'Chai', 'Wayner', 'Chung', 'Hsu']","['K H', 'C Y', 'M J', 'P M', 'C H']","['KH', 'CY', 'MJ', 'PM', 'CH']",
20587,21421,"['Smith', 'Leckrone', 'Co']","['J E', 'W R', 'C T']","['JE', 'WR', 'CT']",
20588,21422,"['Nousiainen', 'Arnala', 'Airaksinen', 'Kokkola']","['O T', 'I', 'M M', 'K']","['OT', 'I', 'MM', 'K']",
20589,21424,['Ban'],['T A'],['TA'],
20590,21425,['Michl'],['R'],['R'],
20591,21426,"['Rink', 'Meyer-Teschendorf']","['H', 'H J']","['H', 'HJ']",
20592,21423,"['Murgu', 'Cristea', 'Dobrescu', 'Ene']","['L', 'A', 'D', 'M']","['L', 'A', 'D', 'M']",
20593,21429,"['Badger', 'Cicero']","['T M', 'T J']","['TM', 'TJ']",
20594,21430,['Sharpless'],['N S'],['NS'],
20595,21427,['Kralisz'],['W'],['W'],
20596,21431,"['Ishihara', 'Kimura', 'Kitamura']","['Y', 'M', 'S']","['Y', 'M', 'S']",
20597,21432,['Okeda'],['K'],['K'],
20598,21428,"['Witek', 'Kochanska', 'Pokrant', 'Kunicka']","['E', 'B', 'H', 'D']","['E', 'B', 'H', 'D']",
20599,21433,"['Burggren', 'Hahn', 'Foëx']","['W', 'C E', 'P']","['W', 'CE', 'P']",
20600,21434,"['Hirsowitz', 'Fell', 'Torrance']","['L A', 'K', 'J D']","['LA', 'K', 'JD']",
20601,21435,"['Boutilier', 'Gibson', 'Toews', 'Anderson']","['R G', 'M A', 'D P', 'W']","['RG', 'MA', 'DP', 'W']",
20602,21436,"['Villard', 'Keller', 'Juillard', 'Bozic']","['G', 'A M', 'E', 'C']","['G', 'AM', 'E', 'C']",
20603,21437,['Mayor'],['G'],['G'],
20604,21439,['Sachs'],['G'],['G'],
20605,21440,['Sato'],['K'],['K'],
20606,21438,"['Labauge', 'Thevenet', 'Tannier', 'Rachdi']","['R', 'A', 'C', 'M']","['R', 'A', 'C', 'M']",
20607,21443,['Boesby'],['S'],['S'],
20608,21444,['Boesby'],['S'],['S'],
20609,21445,['McCullagh'],['P'],['P'],
20610,21446,['McCullagh'],['P'],['P'],
20611,21441,['Henel'],['T A'],['TA'],
20612,21442,,,,
20613,21447,"['Spring', 'Nuechterlein', 'Sugarman', 'Matthysse']","['B', 'K H', 'J', 'S']","['B', 'KH', 'J', 'S']",
20614,21448,"['van den Brink', 'Offermeier', 'Griessel']","['F G', 'J', 'H J']","['FG', 'J', 'HJ']",
20615,21449,"['Angehrn', 'Wild', 'Engelhart']","['U', 'A', 'G']","['U', 'A', 'G']",
20616,21450,"['Hunkeler', 'Wegmüller', 'Frey', 'Hodler']","['H', 'E', 'B', 'J']","['H', 'E', 'B', 'J']",
20617,21451,['Finch'],['C A'],['CA'],
20618,21452,"['Matthews', 'Nelson', 'Varma', 'Minard']","['C', 'J', 'P', 'R']","['C', 'J', 'P', 'R']",
20619,21453,"['Feinberg', 'Fein', 'Walker', 'Price', 'Floyd', 'March']","['I', 'G', 'J M', 'L J', 'T C', 'J D']","['I', 'G', 'JM', 'LJ', 'TC', 'JD']",
20620,21454,['Purtilo'],['D T'],['DT'],
20621,21455,"['Craver', 'Jones', 'Sams', 'Hatcher']","['J M', 'E L', 'A B', 'C R']","['JM', 'EL', 'AB', 'CR']",
20622,21456,,,,
20623,21457,"['Satterwhite', 'Ericsson', 'Rice', 'DuPont']","['T K', 'C D', 'D L', 'H L']","['TK', 'CD', 'DL', 'HL']",
20624,21458,"['Harinasuta', 'Sucharit']","['C', 'S']","['C', 'S']",
20625,21459,['Hare'],['S A'],['SA'],
20626,21460,['Van Rensburg'],['L C'],['LC'],
20627,21461,"['van der Elst', 'Malan', 'de Heese']","['C W', 'A F', 'H V']","['CW', 'AF', 'HV']",
20628,21462,['Retief'],['P J'],['PJ'],
20629,21463,"['Patterson', 'Carnright']","['D', 'D V']","['D', 'DV']",
20630,21464,"['Krüger', 'Krüger']","['K', 'K']","['K', 'K']",
20631,21465,"['Beschliesser', 'Branda', 'Heller', 'Hollweck', 'Meixner']","['W', 'L', 'J', 'W', 'H']","['W', 'L', 'J', 'W', 'H']",
20632,21466,"['Montandon', 'Halpern']","['A', 'A']","['A', 'A']",
20633,21467,"['Sasse', 'Hajer']","['H H', 'R']","['HH', 'R']",
20634,21468,"['Pflucke', 'Arendt']","['F', 'R']","['F', 'R']",
20635,21469,"['Umenai', 'Sasaki', 'Konno']","['T', 'T', 'T']","['T', 'T', 'T']",
20636,21470,"['Hayakari', 'Kondo']","['M', 'Y']","['M', 'Y']",
20637,21471,"['Narisawa', 'Saito', 'Hisa', 'Suzuki', 'Hayasaka']","['K', 'T', 'S', 'H', 'K']","['K', 'T', 'S', 'H', 'K']",
20638,21472,"['Newberne', 'Newberne', 'Gibson', 'Huffman', 'Palopoli']","['J W', 'P M', 'J P', 'K W', 'F P']","['JW', 'PM', 'JP', 'KW', 'FP']",
20639,21473,"['Monsalve', 'Blaquier']","['A', 'J A']","['A', 'JA']",
20640,21474,"['Helton', 'Williams', 'Goldziecher']","['E D', 'M C', 'J W']","['ED', 'MC', 'JW']",
20641,21475,['Wattenberg'],['D'],['D'],
20642,21476,"['Umiel', 'Globerson', 'Trainin']","['T', 'A', 'N']","['T', 'A', 'N']",
20643,21477,"['Storb', 'Weiden', 'Graham', 'Lerner', 'Nelson', 'Thomas']","['R', 'P L', 'T C', 'K G', 'N', 'E D']","['R', 'PL', 'TC', 'KG', 'N', 'ED']",
20644,21478,"['Labas', 'Mashanskiĭ']","['Iu A', 'V F']","['IuA', 'VF']",
20645,21481,"['Finkbeiner', 'DeRidder', 'Ryden']","['A E', 'P A', 'S E']","['AE', 'PA', 'SE']",
20646,21482,"['Finkbeiner', 'Bissada', 'Welch']","['A E', 'N K', 'L T']","['AE', 'NK', 'LT']",
20647,21483,"[""D'iachenko"", 'Lobach']","['P K', 'B I']","['PK', 'BI']",
20648,21479,['Guly'],['M F'],['MF'],
20649,21480,"[""Mel'nychuk"", 'Skoryk', 'Scholz', 'Mitsyk', 'Guly']","['D O', 'L V', 'C', 'E V', 'M F']","['DO', 'LV', 'C', 'EV', 'MF']",
20650,21486,"['Rekvig', 'Hannestad']","['O P', 'K']","['OP', 'K']",
20651,21487,['Sakharchuk'],['V M'],['VM'],
20652,21488,['Maleeva'],['A'],['A'],
20653,21484,"[""Evlent'eva"", 'Cherniak']","['N E', 'N B']","['NE', 'NB']",
20654,21489,['Lisch'],['H J'],['HJ'],
20655,21490,['Enenkel'],['W'],['W'],
20656,21485,"['Berezov', 'Aptekar', 'Zinevich']","['T T', 'L S', 'A K']","['TT', 'LS', 'AK']",
20657,21491,['Barth'],['J A'],['JA'],
20658,21494,"['Heimann', 'Timm']","['W', 'U']","['W', 'U']",
20659,21495,['Franke'],['H'],['H'],
20660,21496,"['Kerekes', 'Domokos']","['L', 'N']","['L', 'N']",
20661,21492,['Denisova'],['F G'],['FG'],
20662,21493,"['Kaulen', 'Maianskiĭ']","['D R', 'D N']","['DR', 'DN']",
20663,21497,"['Ruchlewicz', 'Jacyszyn', 'Otreba']","['B', 'K', 'L']","['B', 'K', 'L']",
20664,21499,"['Khliabich', 'Sumarokov', ""Shkol'nik"", 'Karinskaia']","['G N', 'A A', 'R Ia', 'G A']","['GN', 'AA', 'RIa', 'GA']",
20665,21500,"['Romanov', 'Gorshunova']","['V A', 'L P']","['VA', 'LP']",
20666,21501,"['Soininen', 'Kalkkinen']","['R', 'N']","['R', 'N']",
20667,21502,['Bauer'],['C A'],['CA'],
20668,21498,['Shapovalov'],['A I'],['AI'],
20669,21503,"['Gendrel', 'Roger', 'Chaussain', 'Canlorbe', 'Job']","['D', 'M', 'J L', 'P', 'J C']","['D', 'M', 'JL', 'P', 'JC']",
20670,21504,['Kuokkanen'],['K'],['K'],
20671,21505,['Lambo'],['R'],['R'],
20672,21506,"['Kay', 'Rolly']","['B', 'G']","['B', 'G']",
20673,21507,['Divac'],['I'],['I'],
20674,21508,"['Edwardsson', 'Birkhed', 'Mejàre']","['S', 'D', 'B']","['S', 'D', 'B']",
20675,21510,['Caers'],['G'],['G'],
20676,21511,"['Vermeersch', 'Kluyskens', 'Kestelijn']","['H', 'P', 'P']","['H', 'P', 'P']",
20677,21512,"['Kindblom', 'Dalén', 'Edmar', 'Kjellbo']","['L G', 'P', 'G', 'H']","['LG', 'P', 'G', 'H']",
20678,21513,"['Kindblom', 'Karlsson']","['L G', 'K']","['LG', 'K']",
20679,21509,"['McCarthy', 'Carlson']","['G', 'O']","['G', 'O']",
20680,21514,"['Szegl', 'Szabó', 'Szentmiklósi', 'Harsányi', 'Korbonits']","['J', 'J', 'J', 'K', 'D']","['J', 'J', 'J', 'K', 'D']",
